OBJECTID_1,TransitRouteID,TransitRoute,OperRtNM,Notes,Origin,ONode,Destination,DNode,Mode,Direction,Operator,Headway,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June
120,WM07XI,3033,"7C,H,P,W,X",,"SOUTHLAND AV & WINGATE ST; TERM",34995,PENTAGON STATION & BUS BAY U6 HOV,30359,Express Metrobus,2,Metro Bus,15,34,Peak,1548,1518,1656,1622,1534,1331,1343,1548,1493,1445,1405,1413
121,WM07YI,3034,"7A,F,Y",,SOUTHERN TOWERS RD & STRATFORD BLDG,32135,NEW YORK AVE NW & 9TH ST NW,20061,Express Metrobus,2,Metro Bus,10,63,Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
122,WM08SO,3035,"8S,W,Z",,PENTAGON STATION & BUS BAY U7,30206,QUAKER LA & OSAGE ST,32388,Express Metrobus,2,Metro Bus,20,9,Peak,1119,1089,1279,1258,1101,1001,1090,1206,1161,1218,1172,1145
123,WM07FO,3036,"7A,F,Y",,PENTAGON STATION & BUS BAY U5,30206,LINCOLNIA RD & QUANTRELL AV,32188,Express Metrobus,2,Metro Bus,38,34,Off-Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
124,WM08ZI,3037,"8S,W,Z",,QUAKER LA & OSAGE ST,32026,PENTAGON STATION & BUS BAY U11,30359,Express Metrobus,2,Metro Bus,12,31,Peak,1119,1089,1279,1258,1101,1001,1090,1206,1161,1218,1172,1145
125,WM07FO,3036,"7A,F,Y",,PENTAGON STATION & BUS BAY U5,30206,LINCOLNIA RD & QUANTRELL AV,32188,Express Metrobus,2,Metro Bus,38,34,Off-Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
126,WM09AI,3039,9A,,HUNTINGTON STATION (N) & BUS BAY C,34154,PENTAGON STATION & BUS BAY U11,30359,Local Metrobus,2,Metro Bus,30,36,Off-Peak,1598,1569,1466,1397,1330,1275,1272,1309,1379,1408,1364,1368
127,WM09AI,3039,9A,,HUNTINGTON STATION (N) & BUS BAY C,34154,PENTAGON STATION & BUS BAY U11,30359,Local Metrobus,2,Metro Bus,30,36,Off-Peak,1598,1569,1466,1397,1330,1275,1272,1309,1379,1408,1364,1368
128,WM96#1I,3041,"96,97",,SE 18TH ST & SE EAST CAPITOL ST,21240,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20723,Local Metrobus,2,Metro Bus,15,67,Peak,5765,5416,6330,6468,5861,5340,5587,5979,6000,6141,6494,5945
129,WM10AI,3042,"10A,E,R,S",,S WASHINGTON ST & SOUTH ST (T),34025,PENTAGON STATION & BUS BAY U11,30359,Local Metrobus,2,Metro Bus,30,40,Off-Peak,2588,2500,2396,2314,2229,2130,2212,2199,2276,2282,2200,2191
130,WM62O,3043,"62,63",,GEORGIA AVE & NEW HAMPSHIRE AVE F/S,20901,TAKOMA STATION & BUS BAY F,20872,Local Metrobus,2,Metro Bus,15,19,Off-Peak,3999,3673,4326,4135,3853,3429,3712,3928,3904,3830,3972,3772
131,WM10AO,3044,"10A,E,R,S",,PENTAGON STATION & BUS BAY U2,30206,S WASHINGTON ST & SOUTH ST (T),32383,Local Metrobus,2,Metro Bus,30,41,Off-Peak,2588,2500,2396,2314,2229,2130,2212,2199,2276,2282,2200,2191
132,WM10AO,3044,"10A,E,R,S",,PENTAGON STATION & BUS BAY U2,30206,S WASHINGTON ST & SOUTH ST (T),32383,Local Metrobus,2,Metro Bus,30,41,Off-Peak,2588,2500,2396,2314,2229,2130,2212,2199,2276,2282,2200,2191
133,WM10BI,3046,10B,,S WASHINGTON ST & SOUTH ST (T),34025,BALLSTON STATION & BUS BAY E,30093,Local Metrobus,2,Metro Bus,30,57,Off-Peak,2463,2356,2476,2480,2326,2220,2163,2302,2342,2456,2411,2473
134,WM10BI,3046,10B,,S WASHINGTON ST & SOUTH ST (T),34025,BALLSTON STATION & BUS BAY E,30093,Local Metrobus,2,Metro Bus,30,57,Off-Peak,2463,2356,2476,2480,2326,2220,2163,2302,2342,2456,2411,2473
135,WM10BO,3048,10B,,BALLSTON STATION & BUS BAY E,30093,S WASHINGTON ST & SOUTH ST (T),32383,Local Metrobus,2,Metro Bus,30,59,Off-Peak,2463,2356,2476,2480,2326,2220,2163,2302,2342,2456,2411,2473
136,WM08WI,3049,"8S,W,Z",,MARK CENTER STATION BUS BAY 5,32128,PENTAGON STATION & BUS BAY U11,30359,Express Metrobus,2,Metro Bus,12,24,Peak,1119,1089,1279,1258,1101,1001,1090,1206,1161,1218,1172,1145
137,WMA08I,3050,"A2,6,7,8,42,46,48",,ANACOSTIA STATION & BUS BAY K,20846,3RD ST & #4501,20731,Local Metrobus,2,Metro Bus,20,23,Off-Peak,10144,9655,11017,10982,10149,9704,9872,10735,10748,10622,11069,10475
138,DAT5/E,3051,AT5,,N Ripley St and Duke St,32141,Braddock Rd Metro Station - Bay E,32158,Other Primary - Local Bus,2,Dash,30,51,Peak,1677,1608,1723,1733,1513,1526,1458,1500,1523,1577,1690,1722
139,ANNGOLDI,3327,,Not collected,WESTFIELD MALL,45878,K-MART AT SOUTH RIVER COLONY,45586,Other Primary - Express Bus,2,Annapolis,60,20,Off-Peak,,,,,,,,,,,,
140,ANNGOLDO,3328,,Not collected,KING GEORGE ST & BALTIMORE ANNAPOLIS BLVD,45599,WESTFIELD MALL,45586,Other Primary - Express Bus,2,Annapolis,60,19,Peak,,,,,,,,,,,,
141,ANNGOLDO,3328,,Not collected,KING GEORGE ST & BALTIMORE ANNAPOLIS BLVD,45599,WESTFIELD MALL,45586,Other Primary - Express Bus,2,Annapolis,60,19,Peak,,,,,,,,,,,,
142,DAT1N,3330,AT1,,Kenmore Ave and N Van Dorn St,32151,Van Dorn St Metro Station - Bay C,32197,Other Primary - Local Bus,2,Dash,30,44,Off-Peak,1565,1613,1682,1656,1503,1458,1347,1351,1443,1446,1458,1479
143,MT505BI,3331,505,,HAGERSTOWN & MVA,42153,SHADY GROVE & METRO STATION,22397,Maryland Commuter Bus,2,MTA,60,75,Peak,,,,,463,366,366,405,407,417,425,409
144,VFS1SPOTO,3332,Fredericksburg,,Fred. Vre Station,50507,Gordon Rd. Commuter Lo,52008,Other Primary - Express Bus,2,VRE,60,25,Off-Peak,10225,9746,10178,10206,9615,9350,9469,9557,9627,9700,9585,9708
145,RO10O,3333,10,,TWINBROOK STATION & BAY C - EA,22672,POWDER MILL RD & NEW HAMPSHIRE,22547,Other Primary - Local Bus,2,Ride On Bus,30,66,Peak,2855,2496,2535,2766,2566,2418,2325,2272,2334,2591,2597,2418
146,RO10O,3333,10,,TWINBROOK STATION & BAY C - EA,22672,POWDER MILL RD & NEW HAMPSHIRE,22547,Other Primary - Local Bus,2,Ride On Bus,30,66,Peak,2855,2496,2535,2766,2566,2418,2325,2272,2334,2591,2597,2418
147,MT201O,3335,201,,BWI - MARC sb,45671,GAITHERSBURG PARK & RIDE,22728,Other Primary - Express Bus,2,MTA,60,83,Peak,404,418,375,391,378,371,324,337,378,396,425,409
148,ANNBRNI,3336,,Not collected,EASTPORT PLAZA,45876,WESTFIELD MALL,45584,Other Primary - Express Bus,2,Annapolis,30,38,Peak,,,,,,,,,,,,
149,WM16XI,3337,16X,,GLEN CARLYN DR & VISTA DR,36121,NW 11TH ST & NW E ST,20063,Local Metrobus,2,Metro Bus,15,46,Peak,997,1013,1126,1076,978,882,992,990,1023,1017,1017,1055
150,WMW03O#1,3338,"W2,3",,MELLON ST & M L KING AVE,21342,UNITED MEDICAL CENTER & EMERGENCY E,20862,Local Metrobus,2,Metro Bus,60,56,Off-Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
151,WMWM03I#1,3339,"W2,3",,UNITED MEDICAL CENTER & EMERGENCY E,20862,MELLON ST & #525,21362,Local Metrobus,2,Metro Bus,43,58,Off-Peak,2395,2292,2708,2792,2558,2393,2519,2690,2616,2413,2697,2421
152,WM25EO,3340,"25A,C,D,E",,BALLSTON STATION & BUS BAY F,30093,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,2,Metro Bus,60,49,Off-Peak,1280,1313,1381,1362,1261,1101,1201,1244,1295,1293,1232,875
153,ANNBRNO,3341,,Not collected,WESTFIELD MALL,45584,EASTPORT PLAZA,45876,Other Primary - Express Bus,2,Annapolis,30,36,Off-Peak,,,,,,,,,,,,
154,LCC406W,3342,Purcellville-DC,,LEESBURG PARK & RIDE,38657,NW 14TH ST & NW CONSTITUTION AV,20240,Other Primary - Express Bus,2,Loudoun County Commuter Bus,60,68,Peak,4696,4070,4536,4394,3951,3462,3743,3885,3840,4095,4070,4148
155,WM02AO,3343,2A,,BALLSTON STATION & BUS BAY D,30093,DUNN LORING STATION & TEMP BAY E,35918,Local Metrobus,2,Metro Bus,27,36,Off-Peak,2648,2632,2745,2671,2468,2255,2277,2456,2561,2676,2675,2692
156,FT10LI,3344,10A,,Francis Scott Key,42171,Frederick Towne,42029,Other Primary - Express Bus,2,TransIT,43,40,Off-Peak,239,222,229,223,213,196,170,177,181,208,211,211
157,STGMLI,4231,,Not collected,First Colony Shop. Center,49599,Great Mills & Shangri- La Dr,49597,Other Primary - Express Bus,2,Saint Mary STS,60,28,Off-Peak,,,,,,,,,,,,
158,STGMLI,4231,,Not collected,First Colony Shop. Center,49599,Great Mills & Shangri- La Dr,49597,Other Primary - Express Bus,2,Saint Mary STS,60,28,Off-Peak,,,,,,,,,,,,
159,STSRTL,4233,,Not collected,TULAGI PL. XFER PT,49510,Great Mills Rd,49581,Other Primary - Express Bus,2,Saint Mary STS,60,53,Off-Peak,,,,,,,,,,,,
160,STCHS,4234,,Not collected,Golden Beach,49558,Golden Beach,49534,Other Primary - Express Bus,2,Saint Mary STS,60,27,Off-Peak,,,,,,,,,,,,
161,STLTR,4235,,Not collected,Wildewood Shopping Center (XFER SPOT),49601,RT 235,49523,Other Primary - Express Bus,2,Saint Mary STS,60,48,Off-Peak,,,,,,,,,,,,
162,STGML,4236,,Not collected,TULAGI PL. XFER PT,49510,TULAGI PL. XFER PT,49597,Other Primary - Express Bus,2,Saint Mary STS,60,53,Peak,,,,,,,,,,,,
163,STLPLT,4237,,Not collected,Government Center,49608,Tulagi Place,49510,Other Primary - Express Bus,2,Saint Mary STS,60,48,Peak,,,,,,,,,,,,
164,STLTLP,4238,,Not collected,Tulagi Place,49510,Government Center,49608,Other Primary - Express Bus,2,Saint Mary STS,60,53,Peak,,,,,,,,,,,,
165,STNRTL,4239,,Not collected,Charlotte Hall Xfer Pt.,49556,Charlotte Hall Xfer Pt.,49642,Other Primary - Express Bus,2,Saint Mary STS,60,40,Off-Peak,,,,,,,,,,,,
166,STRT5N,4240,,Not collected,Jarboe Building/Lexwood Drive,49583,Governmental Center,49526,Other Primary - Express Bus,2,Saint Mary STS,60,23,Off-Peak,,,,,,,,,,,,
167,STRT5S,4241,,Not collected,Governmental Center,49526,Great Mills High School,49513,Other Primary - Express Bus,2,Saint Mary STS,60,20,Peak,,,,,,,,,,,,
168,STCHS,4234,,Not collected,Golden Beach,49558,Golden Beach,49534,Other Primary - Express Bus,2,Saint Mary STS,60,27,Off-Peak,,,,,,,,,,,,
169,STSRTL,4233,,Not collected,TULAGI PL. XFER PT,49510,Great Mills Rd,49581,Other Primary - Express Bus,2,Saint Mary STS,60,53,Off-Peak,,,,,,,,,,,,
170,STLTL,4244,,Not collected,Governmental Center,49526,Point Lookout Rd,49609,Other Primary - Express Bus,2,Saint Mary STS,60,52,Off-Peak,,,,,,,,,,,,
171,STGML,4236,,Not collected,TULAGI PL. XFER PT,49510,TULAGI PL. XFER PT,49597,Other Primary - Express Bus,2,Saint Mary STS,60,53,Peak,,,,,,,,,,,,
172,STRT5N,4240,,Not collected,Jarboe Building/Lexwood Drive,49583,Governmental Center,49526,Other Primary - Express Bus,2,Saint Mary STS,60,23,Off-Peak,,,,,,,,,,,,
173,STLTR,4235,,Not collected,Wildewood Shopping Center (XFER SPOT),49601,RT 235,49523,Other Primary - Express Bus,2,Saint Mary STS,60,48,Off-Peak,,,,,,,,,,,,
174,STLPLT,4237,,Not collected,Government Center,49608,Tulagi Place,49510,Other Primary - Express Bus,2,Saint Mary STS,60,48,Peak,,,,,,,,,,,,
175,STCCI,4249,,Not collected,SOLOMONS SHOP.CTR,49036,1st Colony Shopping Ctr.,49521,Other Primary - Express Bus,2,Saint Mary STS,60,20,Off-Peak,,,,,,,,,,,,
176,STCCI,4249,,Not collected,SOLOMONS SHOP.CTR,49036,1st Colony Shopping Ctr.,49521,Other Primary - Express Bus,2,Saint Mary STS,60,20,Off-Peak,,,,,,,,,,,,
177,STGML/,4251,,Not collected,Tulagi Place,49510,Great Mills & Shangri-La Dr,49597,Other Primary - Express Bus,2,Saint Mary STS,60,53,Peak,,,,,,,,,,,,
178,STGML/,4251,,Not collected,Tulagi Place,49510,Great Mills & Shangri-La Dr,49597,Other Primary - Express Bus,2,Saint Mary STS,60,53,Peak,,,,,,,,,,,,
179,STCCO,4253,,Not collected,1ST COLONY SHOP.CTR,49521,SOLOMONS SHOP.CTR,49036,Other Primary - Express Bus,2,Saint Mary STS,60,50,Off-Peak,,,,,,,,,,,,
180,STRT5S,4241,,Not collected,Governmental Center,49526,Great Mills High School,49513,Other Primary - Express Bus,2,Saint Mary STS,60,20,Peak,,,,,,,,,,,,
181,STCCO,4253,,Not collected,1ST COLONY SHOP.CTR,49521,SOLOMONS SHOP.CTR,49036,Other Primary - Express Bus,2,Saint Mary STS,60,50,Off-Peak,,,,,,,,,,,,
182,STNRTL,4239,,Not collected,Charlotte Hall Xfer Pt.,49556,Charlotte Hall Xfer Pt.,49642,Other Primary - Express Bus,2,Saint Mary STS,60,40,Off-Peak,,,,,,,,,,,,
183,STCHN,4257,,Not collected,LOVEVILLE MVA,49534,CHARLOTTE HALL XFER PT,49556,Other Primary - Express Bus,2,Saint Mary STS,60,19,Peak,,,,,,,,,,,,
184,STLTLP,4238,,Not collected,Tulagi Place,49510,Government Center,49608,Other Primary - Express Bus,2,Saint Mary STS,60,53,Peak,,,,,,,,,,,,
185,STCHN,4257,,Not collected,LOVEVILLE MVA,49534,CHARLOTTE HALL XFER PT,49556,Other Primary - Express Bus,2,Saint Mary STS,60,19,Peak,,,,,,,,,,,,
186,VGRNBL,4260,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,17,Peak,,,,,,,,,,,,
187,VGRNBL,4260,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,17,Peak,,,,,,,,,,,,
188,VBLKI,4262,,Not collected,RT 210 & MARSHALL HALL RD,47069,LA PLATA XFER PT,47036,Other Primary - Express Bus,2,VANGO,60,23,Off-Peak,,,,,,,,,,,,
189,VBLKI,4262,,Not collected,RT 210 & MARSHALL HALL RD,47069,LA PLATA XFER PT,47036,Other Primary - Express Bus,2,VANGO,60,23,Off-Peak,,,,,,,,,,,,
190,VYELL,4264,,Not collected,RT 301 PNR SMALLWOOD DR,47104,RT 301 PNR SMALLWOOD DR,47062,Other Primary - Express Bus,2,VANGO,60,27,Off-Peak,,,,,,,,,,,,
191,VYELL,4264,,Not collected,RT 301 PNR SMALLWOOD DR,47104,RT 301 PNR SMALLWOOD DR,47062,Other Primary - Express Bus,2,VANGO,60,27,Off-Peak,,,,,,,,,,,,
192,VBRNBO,4266,,Not collected,LAPLATA XFER PT,47036,NANJEMOY COMM CENTER,47119,Other Primary - Express Bus,2,VANGO,60,62,Off-Peak,,,,,,,,,,,,
193,VPURN,4267,,Not collected,AQUALAND,47133,LAPLATA XFER POINT,47036,Other Primary - Express Bus,2,VANGO,60,21,Off-Peak,,,,,,,,,,,,
194,VREDBL,4268,,Not collected,LAPLATA XFER POINT,47036,LAPLATA XFER POINT,47105,Other Primary - Express Bus,2,VANGO,60,25,Off-Peak,,,,,,,,,,,,
195,VBLUA,4269,,Not collected,WALDORF XFER PT,47104,Mattawoman-Beantown Rd.& Idlewood,47062,Other Primary - Express Bus,2,VANGO,60,35,Peak,,,,,,,,,,,,
196,VBLUA,4269,,Not collected,WALDORF XFER PT,47104,Mattawoman-Beantown Rd.& Idlewood,47062,Other Primary - Express Bus,2,VANGO,60,35,Peak,,,,,,,,,,,,
197,VBLUB,4271,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,47,Peak,,,,,,,,,,,,
198,VBLUB,4271,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,47,Peak,,,,,,,,,,,,
199,VGOLD,4273,,Not collected,WALDORF XFER PT,47062,MT WOLF RD(FOOD lION),49641,Other Primary - Express Bus,2,VANGO,60,23,Peak,,,,,,,,,,,,
200,VGOLD,4273,,Not collected,WALDORF XFER PT,47062,MT WOLF RD(FOOD lION),49641,Other Primary - Express Bus,2,VANGO,60,23,Peak,,,,,,,,,,,,
201,VGRAYL,4275,,Not collected,WALDORF XFER PT,47104,WALDORF XFER PT,47062,Other Primary - Express Bus,2,VANGO,60,42,Peak,,,,,,,,,,,,
202,VGRAYL,4275,,Not collected,WALDORF XFER PT,47104,WALDORF XFER PT,47062,Other Primary - Express Bus,2,VANGO,60,42,Peak,,,,,,,,,,,,
203,VBLKO,4277,,Not collected,LAPLATA XFER PT,47036,RT 210 & MARSHALL HALL RD,47070,Other Primary - Express Bus,2,VANGO,60,25,Peak,,,,,,,,,,,,
204,VGRNAL,4278,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,24,Off-Peak,,,,,,,,,,,,
205,VGRNAL,4278,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,24,Off-Peak,,,,,,,,,,,,
206,VGSIL,4280,,Not collected,WALDORF XFER PT,47104,WALDORF XFER PT,47287,Other Primary - Express Bus,2,VANGO,60,79,Off-Peak,,,,,,,,,,,,
207,VPURS,4281,,Not collected,LAPLATA XFER PT,47036,RT 301 S & CLIFFTON DR,47133,Other Primary - Express Bus,2,VANGO,60,33,Off-Peak,,,,,,,,,,,,
208,VWHT,4282,,Not collected,WALDORF XFER STA,47201,WALDORF XFER STA,47199,Other Primary - Express Bus,2,VANGO,60,47,Peak,,,,,,,,,,,,
209,VREDBL,4268,,Not collected,LAPLATA XFER POINT,47036,LAPLATA XFER POINT,47105,Other Primary - Express Bus,2,VANGO,60,25,Off-Peak,,,,,,,,,,,,
210,VBLKO,4277,,Not collected,LAPLATA XFER PT,47036,RT 210 & MARSHALL HALL RD,47070,Other Primary - Express Bus,2,VANGO,60,25,Peak,,,,,,,,,,,,
211,VFR301,4285,Fredericksburg,<Null>,Washington-Union Station,9001,Fredericksburg,9084,Commuter Rail,2,VRE,60,91,Off-Peak,10225,9746,10178,10206,9615,9350,9469,9557,9627,9700,9585,9708
212,VREDAS,4286,,Not collected,RT 301 PNR SMALLWOOD DR,47062,LAPLATA XFER POINT,47036,Other Primary - Express Bus,2,VANGO,60,26,Off-Peak,,,,,,,,,,,,
213,VWHT,4282,,Not collected,WALDORF XFER STA,47201,WALDORF XFER STA,47199,Other Primary - Express Bus,2,VANGO,60,47,Peak,,,,,,,,,,,,
214,VGGOLDI,4288,,Not collected,Food Lion,49641,Waldorf XFER Point,47062,Other Primary - Express Bus,2,VANGO,60,23,Off-Peak,,,,,,,,,,,,
215,VGBLUAI,4289,,Not collected,ST.CHAR.PKWY&NORTH GATE,47284,WALDORF XFER PT,47062,Other Primary - Express Bus,2,VANGO,60,13,Off-Peak,,,,,,,,,,,,
216,VGBLUAI,4289,,Not collected,ST.CHAR.PKWY&NORTH GATE,47284,WALDORF XFER PT,47062,Other Primary - Express Bus,2,VANGO,60,13,Off-Peak,,,,,,,,,,,,
217,VBRNBI,4291,,Not collected,NANJEMOY COMM CENTER,47119,LAPLATA XFER PT,47036,Other Primary - Express Bus,2,VANGO,60,50,Off-Peak,,,,,,,,,,,,
218,VGCHRB,4292,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,23,Peak,,,,,,,,,,,,
219,VREDAS,4286,,Not collected,RT 301 PNR SMALLWOOD DR,47062,LAPLATA XFER POINT,47036,Other Primary - Express Bus,2,VANGO,60,26,Off-Peak,,,,,,,,,,,,
220,VGSIL,4280,,Not collected,WALDORF XFER PT,47104,WALDORF XFER PT,47287,Other Primary - Express Bus,2,VANGO,60,79,Off-Peak,,,,,,,,,,,,
221,VGGOLDI,4288,,Not collected,Food Lion,49641,Waldorf XFER Point,47062,Other Primary - Express Bus,2,VANGO,60,23,Off-Peak,,,,,,,,,,,,
222,VPURN,4267,,Not collected,AQUALAND,47133,LAPLATA XFER POINT,47036,Other Primary - Express Bus,2,VANGO,60,21,Off-Peak,,,,,,,,,,,,
223,VORGAO,4297,,Not collected,LAPLATA XFER PT,47036,NANJEMOY COMM.CENTER,47091,Other Primary - Express Bus,2,VANGO,60,62,Peak,,,,,,,,,,,,
224,VREDAN,4298,,Not collected,LAPLATA XFER POINT,47036,WALDORF XFER PT,47062,Other Primary - Express Bus,2,VANGO,60,21,Peak,,,,,,,,,,,,
225,VREDAN,4298,,Not collected,LAPLATA XFER POINT,47036,WALDORF XFER PT,47062,Other Primary - Express Bus,2,VANGO,60,21,Peak,,,,,,,,,,,,
226,LCC408,4300,Purcellville-DC,,LEESBURG PARK & RIDE,38657,NW H ST & NW 4TH ST,20273,Other Primary - Express Bus,2,Loudoun County Commuter Bus,20,91,Peak,4696,4070,4536,4394,3951,3462,3743,3885,3840,4095,4070,4148
227,WMSILV,4301,ORANGE,Not collected,WIEHLE,8091,LARGO TOWN CENTER,8086,Metro Rail,1,MetroRail-Orange,6,75,Peak,,,,,,,,,,,,
228,WMSILV,4301,ORANGE,Not collected,WIEHLE,8091,LARGO TOWN CENTER,8086,Metro Rail,1,MetroRail-Orange,6,75,Peak,,,,,,,,,,,,
229,WMP17I,2950,"P17,18,19",,FORT WASHINGTON LOT & BUS BAY A,27590,NW I ST & NW 17TH ST,20098,Local Metrobus,2,Metro Bus,20,77,Peak,1262,1205,1252,1197,1119,983,1093,1152,1124,1178,1179,1199
230,WMP17O,2951,"P17,18,19",,NW 17TH ST & NW H ST,20098,FORT WASHINGTON LOT & BUS BAY A,27590,Local Metrobus,2,Metro Bus,60,67,Off-Peak,1262,1205,1252,1197,1119,983,1093,1152,1124,1178,1179,1199
231,WMP18I,2952,"P17,18,19",,FORT WASHINGTON LOT & BUS BAY A,27590,ANACOSTIA STATION & BUS BAY D,20731,Local Metrobus,2,Metro Bus,60,44,Off-Peak,1262,1205,1252,1197,1119,983,1093,1152,1124,1178,1179,1199
232,WMP18O,2953,"P17,18,19",,ANACOSTIA STATION & BUS BAY D,20731,FORT WASHINGTON LOT & BUS BAY A,27590,Local Metrobus,2,Metro Bus,60,43,Off-Peak,1262,1205,1252,1197,1119,983,1093,1152,1124,1178,1179,1199
233,WMC28I,2954,C28,,HALL ROAD & POINTER RIDGE DR,26437,NEW CARROLLTON STATION & BUS BAY B,26159,Local Metrobus,2,Metro Bus,30,38,Peak,489,473,603,508,460,430,460,506,514,459,478,446
234,WMN02O,2955,"N2,3,4,6",,17TH ST NW (EAST) & I ST NW,20089,FRIENDSHIP HTS STA & BUS BAY D,22864,Local Metrobus,2,Metro Bus,30,38,Off-Peak,4489,3988,4703,4683,4279,3500,4025,4552,4428,4387,4084,4450
235,WMK12I,2972,"K11,12,13",,BRANCH AVE STATION & BUS BAY E,26527,SUITLAND STATION & BUS BAY K,26570,Local Metrobus,2,Metro Bus,30,43,Peak,2112,2083,2183,2110,1914,1808,1763,1876,1956,1972,2055,2038
236,WMQ02I,2957,"Q1,2,4,5,6",,MONTGOMERY COLLEGE & WEST CAMPUS DR,22357,SILVER SPRING STATION & BUS BAY P,22862,Local Metrobus,2,Metro Bus,20,56,Peak,9682,9362,9617,9184,8434,7563,6925,7717,8036,8576,8566,8450
237,WMJ05I,2958,J5,,TWINBROOK STATION & BUS BAY D,22672,SILVER SPRING STATION & BUS BAY Q,22862,Local Metrobus,2,Metro Bus,30,32,Peak,368,366,534,551,543,435,340,372,346,291,375,372
238,WMJ05O,2959,J5,,SILVER SPRING STATION & BUS BAY Q,22862,TWINBROOK STATION & BUS BAY D,22672,Local Metrobus,2,Metro Bus,30,34,Peak,368,366,534,551,543,435,340,372,346,291,375,372
239,WMJ09I,2960,"J7,9",,"LAKEFOREST MALL; LOST KNIFE & ODENDHAL",22430,BETHESDA STATION & BUS BAY B,22048,Local Metrobus,2,Metro Bus,15,44,Peak,451,465,461,444,398,346,347,345,344,369,382,358
240,WMJ11O,2961,"J11,12,13",,ADDISON RD STATION & BUS BAY A,26201,OLD MARLBORO PIKE & #8431 THE KELLY,26680,Local Metrobus,2,Metro Bus,20,34,Peak,1163,1097,1152,1156,979,1001,989,1004,1054,1109,1154,1155
241,WMJ12I,2962,"J11,12,13",,OLD MARLBORO PIKE & #8431 THE KELLY,26680,ADDISON RD STATION & BUS BAY A,26201,Local Metrobus,2,Metro Bus,20,23,Peak,1163,1097,1152,1156,979,1001,989,1004,1054,1109,1154,1155
242,WMJ12I,2962,"J11,12,13",,OLD MARLBORO PIKE & #8431 THE KELLY,26680,ADDISON RD STATION & BUS BAY A,26201,Local Metrobus,2,Metro Bus,20,23,Peak,1163,1097,1152,1156,979,1001,989,1004,1054,1109,1154,1155
243,WMJ12O,2964,"J11,12,13",,ADDISON RD STATION & BUS BAY A,26201,OLD MARLBORO PIKE & #8431 THE KELLY,26680,Local Metrobus,2,Metro Bus,60,28,Off-Peak,1163,1097,1152,1156,979,1001,989,1004,1054,1109,1154,1155
244,WMK02#1O,2965,K2,,FT TOTTEN STATION & BUS BAY H,21106,TAKOMA STATION & BUS BAY E,20872,Local Metrobus,2,Metro Bus,30,17,Peak,362,327,568,570,523,442,535,599,599,535,604,452
245,WMK02I,2966,K2,,TAKOMA STATION & BUS BAY E,20872,FT TOTTEN STATION & BUS BAY H,21106,Local Metrobus,2,Metro Bus,30,17,Peak,362,327,568,570,523,442,535,599,599,535,604,452
246,WM05AO,3052,5A,,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,DULLES AIRPORT MAIN TERMINAL & ARRIVALS,38042,Express Metrobus,2,Metro Bus,30,61,Peak,1372,1051,982,901,853,906,737,753,912,977,1056,990
247,WM05AO,3052,5A,,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,DULLES AIRPORT MAIN TERMINAL & ARRIVALS,38042,Express Metrobus,2,Metro Bus,30,61,Peak,1372,1051,982,901,853,906,737,753,912,977,1056,990
248,WM07AI,3054,"7A,F,Y",,LINCOLNIA RD & QUANTRELL AV,32155,PENTAGON STATION & BUS BAY U11,30206,Express Metrobus,2,Metro Bus,38,28,Off-Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
249,WM07AO,3055,"7A,F,Y",,PENTAGON STATION & BUS BAY U5,30206,LINCOLNIA RD & QUANTRELL AV,32188,Express Metrobus,2,Metro Bus,60,30,Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
250,WM07AO,3055,"7A,F,Y",,PENTAGON STATION & BUS BAY U5,30206,LINCOLNIA RD & QUANTRELL AV,32188,Express Metrobus,2,Metro Bus,60,30,Peak,3394,3374,3550,3559,3325,3063,3144,3363,3455,3595,3501,3445
251,WMA04O,3057,"A4,W5",,COAST GUARD HQ - BUS BAY B,21793,IRVINGTON ST & IVANHOE ST (E),20845,Local Metrobus,2,Metro Bus,20,27,Peak,3578,3444,3708,3705,3501,3157,3222,3308,3449,3401,3563,3541
